TICKER.EXCHANGECODE,TICKER,EXCHANGECODE,ASK,BID,AVG,SUPPLY,DEMAND,TRADED
GIN.PP30D_UNIVERSE,GIN,PP30D_UNIVERSE,,,1593.4449241138532,,,333.0
HCC.PP7D_UNIVERSE,HCC,PP7D_UNIVERSE,,,749.0391873319389,,,120.0
S.PP7D_NC2,S,PP7D_NC2,,,145.0,,,0.0
AAR.PP30D_AI1,AAR,PP30D_AI1,,,15913.233953488372,,,10.0
SAL.PP7D_AI1,SAL,PP7D_AI1,,,9197.374285714284,,,8.0
ACS.PP7D_CI1,ACS,PP7D_CI1,,,140000.0,,,0.0
ADR.PP7D_AI1,ADR,PP7D_AI1,,,81000.0,,,0.0
HSS.PP7D_NC1,HSS,PP7D_NC1,,,2177.1285621269667,,,263.0
KRE.PP7D_NC2,KRE,PP7D_NC2,,,15410.62,,,0.0
LCB.PP30D_NC1,LCB,PP30D_NC1,,,731494.791875,,,1.0
LES.PP7D_CI1,LES,PP7D_CI1,,,1180.0,,,0.0
LES.PP30D_NC1,LES,PP30D_NC1,,,1008.7376370510397,,,34.0
LI.PP7D_UNIVERSE,LI,PP7D_UNIVERSE,,,2104.7043647021546,,,676.0
LIT.PP7D_NC2,LIT,PP7D_NC2,,,13529.11,,,0.0
LOG.PP7D_NC1,LOG,PP7D_NC1,,,68476.04445652173,,,13.0
LTA.PP7D_CI2,LTA,PP7D_CI2,,,3800.0,,,0.0
SAL.PP7D_NC2,SAL,PP7D_NC2,,,3395.0,,,0.0
LTA.PP30D_NC2,LTA,PP30D_NC2,,,3800.0,,,0.0
SCB.PP30D_CI2,SCB,PP30D_CI2,,,54548.38,,,0.0
SCN.PP7D_NC1,SCN,PP7D_NC1,,,2409.9063323076925,,,232.0
SCR.PP7D_NC2,SCR,PP7D_NC2,,,150.0,,,0.0
SDR.PP7D_AI1,SDR,PP7D_AI1,,,100000.0,,,6.0
ADR.PP30D_NC1,ADR,PP30D_NC1,,,82000.0,,,0.0
SEA.PP7D_CI2,SEA,PP7D_CI2,,,120.0,,,0.0
AEF.PP7D_CI1,AEF,PP7D_CI1,,,4769.126656534954,,,47.0
SFE.PP7D_IC1,SFE,PP7D_IC1,,,56416.67,,,0.0
AFP.PP7D_AI1,AFP,PP7D_AI1,,,134241.84,,,0.0
AGS.PP7D_CI1,AGS,PP7D_CI1,,,476828.125,,,1.0
SNM.PP30D_IC1,SNM,PP30D_IC1,,,104595.205,,,1.0
AGS.PP7D_NC1,AGS,PP7D_NC1,,,579807.29,,,1.0
MCG.PP7D_NC2,MCG,PP7D_NC2,,,38.0,,,0.0
SP.PP7D_AI1,SP,PP7D_AI1,,,2520.2287612612613,,,761.0
AFR.PP7D_AI1,AFR,PP7D_AI1,,,21781.583199999997,,,14.0
STR.PP30D_UNIVERSE,STR,PP30D_UNIVERSE,,,2520.9641641611547,,,27.0
MFE.PP30D_NC1,MFE,PP30D_NC1,,,91816.20388888888,,,1.0
SU.PP7D_IC1,SU,PP7D_IC1,,,110719.97,,,0.0
SWF.PP7D_NC2,SWF,PP7D_NC2,,,110.0,,,0.0
ALO.PP7D_CI2,ALO,PP7D_CI2,,,200.0,,,0.0
ATA.PP30D_NC1,ATA,PP30D_NC1,,,25633.44076056338,,,92.0
TCB.PP7D_AI1,TCB,PP7D_AI1,,,19000.0,,,0.0
TCO.PP30D_NC1,TCO,PP30D_NC1,,,768.8575000000001,,,0.0
BDE.PP7D_IC1,BDE,PP7D_IC1,,,2653.7398096611387,,,991.0
MHL.PP7D_UNIVERSE,MHL,PP7D_UNIVERSE,,,5174.253034455756,,,182.0
TCS.PP30D_NC2,TCS,PP30D_NC2,,,2600.0,,,0.0
VSC.PP30D_AI1,VSC,PP30D_AI1,,,31000.0,,,0.0
VSC.PP7D_CI2,VSC,PP7D_CI2,,,16535.43,,,0.0
MTC.PP30D_CI2,MTC,PP30D_CI2,,,446.29,,,0.0
NA.PP30D_NC2,NA,PP30D_NC2,,,1.0,,,0.0
VOR.PP7D_CI2,VOR,PP7D_CI2,,,2518066.5,,,0.0
WIN.PP30D_IC1,WIN,PP30D_IC1,,,6039.839592760182,,,36.0
NAB.PP30D_CI1,NAB,PP30D_CI1,,,117.72689798734358,,,1356.0
NF.PP7D_UNIVERSE,NF,PP7D_UNIVERSE,,,0.0,,,0.0
NV1.PP30D_CI2,NV1,PP30D_CI2,,,93389.11,,,0.0
NV1.PP30D_IC1,NV1,PP30D_IC1,,,135000.0,,,1.0
OFF.PP30D_CI1,OFF,PP30D_CI1,,,103.12450641598802,,,1335.0
OFF.PP30D_IC1,OFF,PP30D_IC1,,,89.60216059238552,,,5354.0
BFP.PP30D_CI2,BFP,PP30D_CI2,,,20224.42,,,0.0
BFR.PP7D_CI2,BFR,PP7D_CI2,,,2515.22,,,0.0
OFF.PP30D_NC2,OFF,PP30D_NC2,,,100.0,,,0.0
PCB.PP30D_AI1,PCB,PP30D_AI1,,,2441.1987719909425,,,1667.0
BFR.PP30D_NC2,BFR,PP30D_NC2,,,2515.22,,,0.0
BGS.PP7D_CI1,BGS,PP7D_CI1,,,199000.0,,,0.0
BID.PP30D_AI1,BID,PP30D_AI1,,,109548.6125,,,1.0
PK.PP30D_UNIVERSE,PK,PP30D_UNIVERSE,,,1095.6106451612902,,,0.0
BL.PP30D_NC2,BL,PP30D_NC2,,,2975.58,,,0.0
PSH.PP7D_IC1,PSH,PP7D_IC1,,,9500.0,,,0.0
BMF.PP30D_IC1,BMF,PP30D_IC1,,,32927.34683544304,,,3.0
BND.PP30D_NC2,BND,PP30D_NC2,,,500.0,,,0.0
CBS.PP30D_NC2,CBS,PP30D_NC2,,,17911.1,,,0.0
CHA.PP7D_NC2,CHA,PP7D_NC2,,,20987.95,,,0.0
EPO.PP30D_CI1,EPO,PP30D_CI1,,,170.90103072723454,,,20739.0
FAN.PP30D_CI1,FAN,PP30D_CI1,,,2100.0,,,9.0
PSM.PP7D_AI1,PSM,PP7D_AI1,,,2443.5548780487807,,,12.0
FLO.PP7D_CI1,FLO,PP7D_CI1,,,27500.0,,,0.0
GC.PP7D_UNIVERSE,GC,PP7D_UNIVERSE,,,320.58814515093127,,,278.0
GCH.PP30D_CI1,GCH,PP30D_CI1,,,20000.0,,,0.0
GNZ.PP30D_CI1,GNZ,PP30D_CI1,,,45000.0,,,0.0
PT.PP30D_UNIVERSE,PT,PP30D_UNIVERSE,,,538.6123379343904,,,1359.0
RAG.PP7D_CI2,RAG,PP7D_CI2,,,258128.52,,,0.0
RAT.PP30D_UNIVERSE,RAT,PP30D_UNIVERSE,,,163.41897805357837,,,53898.0
RCT.PP30D_IC1,RCT,PP30D_IC1,,,1200000.0,,,0.0
RED.PP30D_CI2,RED,PP30D_CI2,,,22634.32,,,0.0
RHP.PP7D_AI1,RHP,PP7D_AI1,,,3183.1624605678235,,,91.0
RGO.PP30D_UNIVERSE,RGO,PP30D_UNIVERSE,,,2573.095111561866,,,8.0
RSE.PP7D_NC1,RSE,PP7D_NC1,,,27123.10667056758,,,244.0
GRN.PP7D_CI1,GRN,PP7D_CI1,,,315.86931051226026,,,1765.0
H.PP7D_IC1,H,PP7D_IC1,,,111.14209954498025,,,13280.0
S.PP7D_CI2,S,PP7D_CI2,,,250.0,,,0.0
AAR.PP30D_CI2,AAR,PP30D_CI2,,,20000.0,,,0.0
ADE.PP30D_NC1,ADE,PP30D_NC1,,,43385.69482851379,,,96.0
HD.PP7D_UNIVERSE,HD,PP7D_UNIVERSE,,,2454.711543778802,,,16.0
ALE.PP30D_NC1,ALE,PP30D_NC1,,,1359.631521626557,,,1184.0
SAL.PP7D_CI2,SAL,PP7D_CI2,,,3395.0,,,0.0
HE.PP30D_NC1,HE,PP30D_NC1,,,110.56758226288933,,,2200.0
I.PP7D_CI1,I,PP7D_CI1,,,692.2072843450478,,,224.0
LCB.PP30D_AI1,LCB,PP30D_AI1,,,614521.31375,,,1.0
LDI.PP30D_AI1,LDI,PP30D_AI1,,,550.0,,,10.0
LOG.PP7D_IC1,LOG,PP7D_IC1,,,68131.37076923077,,,15.0
CBU.NC2,CBU,NC2,,,173954.72,0.0,0.0,
LSE.PP30D_NC2,LSE,PP30D_NC2,,,10300.0,,,0.0
REO.NC1,REO,NC1,,400.0,164.57,0.0,40.0,
ANZ.PP30D_CI1,ANZ,PP30D_CI1,,,70600.55,,,0.0
SCB.PP7D_CI2,SCB,PP7D_CI2,,,54548.38,,,0.0
AR.PP30D_NC2,AR,PP30D_NC2,,,400.0,,,0.0
ASE.PP30D_IC1,ASE,PP30D_IC1,,,41102.93448493342,,,46.0
SDR.PP30D_CI2,SDR,PP30D_CI2,,,37279.75,,,0.0
ATP.PP30D_AI1,ATP,PP30D_AI1,,,9000.0,,,0.0
AUO.PP7D_CI2,AUO,PP7D_CI2,,,225.0,,,0.0
AUO.PP7D_NC1,AUO,PP7D_NC1,,,371.09133310007,,,817.0
LHP.PP7D_AI1,LHP,PP7D_AI1,,,3434.8447054545454,,,196.0
BBH.PP30D_IC1,BBH,PP30D_IC1,,,2716.510364090622,,,1330.0
SEA.PP30D_IC1,SEA,PP30D_IC1,,,124.0815255339369,,,2580.0
BCO.PP7D_IC1,BCO,PP7D_IC1,,,671.0713647441105,,,1759.0
BE.PP7D_CI1,BE,PP7D_CI1,,,1584.0650270270269,,,53.0
LU.PP30D_CI1,LU,PP30D_CI1,,,80000.0,,,0.0
MFE.PP30D_AI1,MFE,PP30D_AI1,,,91427.68072727272,,,2.0
MHL.PP30D_CI1,MHL,PP30D_CI1,,,4768.459612496972,,,133.0
MPC.PP7D_NC1,MPC,PP7D_NC1,,,1925.2419471153846,,,297.0
NAB.PP30D_NC1,NAB,PP30D_NC1,,,124.35159232102386,,,1210.0
NN.PP7D_IC1,NN,PP7D_IC1,,,50000.0,,,0.0
NUT.PP30D_NC1,NUT,PP30D_NC1,,,375.3184207586688,,,693.0
SF.PP30D_NC2,SF,PP30D_NC2,,,15.0,,,0.0
OLF.PP7D_AI1,OLF,PP7D_AI1,,,1500.0,,,0.0
PCB.PP30D_NC2,PCB,PP30D_NC2,,,801.71,,,0.0
PCB.PP30D_UNIVERSE,PCB,PP30D_UNIVERSE,,,2470.169239263055,,,529.0
SFK.PP7D_NC2,SFK,PP7D_NC2,,,50.0,,,0.0
PE.PP30D_UNIVERSE,PE,PP30D_UNIVERSE,,,10.03166972489833,,,319845.0
SNM.PP30D_AI1,SNM,PP30D_AI1,,,110000.0,,,1.0
POW.PP7D_AI1,POW,PP7D_AI1,,,13052.574611697028,,,298.0
SNM.PP7D_IC1,SNM,PP7D_IC1,,,109000.0,,,0.0
PSH.PP30D_CI2,PSH,PP30D_CI2,,,3810.21,,,0.0
BDE.PP7D_CI2,BDE,PP7D_CI2,,,2334.5,,,0.0
PSL.PP30D_CI1,PSL,PP30D_CI1,,,4556.738303229337,,,118.0
SRP.PP30D_NC2,SRP,PP30D_NC2,,,6950.53,,,0.0
RAT.PP7D_NC2,RAT,PP7D_NC2,,,170.0,,,0.0
RCO.PP7D_CI1,RCO,PP7D_CI1,,,1212.2517303653926,,,340.0
STR.PP30D_NC2,STR,PP30D_NC2,,,2000.0,,,0.0
RCT.PP30D_CI2,RCT,PP30D_CI2,,,1000000.0,,,0.0
SUN.PP30D_CI2,SUN,PP30D_CI2,,,447.83,,,0.0
RCT.PP7D_UNIVERSE,RCT,PP7D_UNIVERSE,,,0.0,,,0.0
TC.PP7D_NC2,TC,PP7D_NC2,,,7500.0,,,0.0
TCB.PP7D_CI1,TCB,PP7D_CI1,,,16800.0,,,0.0
THF.PP30D_AI1,THF,PP30D_AI1,,,429.48995779848786,,,1284.0
THP.PP30D_UNIVERSE,THP,PP30D_UNIVERSE,,,5233.101174250368,,,38.0
TSH.PP30D_NC1,TSH,PP30D_NC1,,,29477.68446509292,,,64.0
VCB.PP7D_UNIVERSE,VCB,PP7D_UNIVERSE,,,0.0,,,0.0
WIN.PP7D_IC1,WIN,PP7D_IC1,,,6721.866969696969,,,19.0
BMF.PP7D_CI1,BMF,PP7D_CI1,,,29100.0,,,1.0
BMF.PP30D_NC2,BMF,PP30D_NC2,,,10932.18,,,0.0
BND.PP30D_NC1,BND,PP30D_NC1,,,225.0,,,42.0
BOS.PP7D_NC1,BOS,PP7D_NC1,,,4990.0,,,57.0
BRM.PP30D_CI1,BRM,PP30D_CI1,,,192.50170998632012,,,47.0
BRS.PP30D_CI1,BRS,PP30D_CI1,,,420000.0,,,0.0
BRS.PP30D_NC2,BRS,PP30D_NC2,,,126513.07,,,0.0
BSC.PP30D_CI1,BSC,PP30D_CI1,,,50000.0,,,0.0
CBM.PP7D_AI1,CBM,PP7D_AI1,,,70000.0,,,0.0
CBM.PP7D_CI1,CBM,PP7D_CI1,,,63700.00199999999,,,4.0
CCD.PP7D_AI1,CCD,PP7D_AI1,,,80106.17240406321,,,127.0
CLI.PP30D_IC1,CLI,PP30D_IC1,,,140.92870731038266,,,470.0
DV.PP30D_CI2,DV,PP30D_CI2,,,15000.0,,,0.0
DV.PP30D_NC1,DV,PP30D_NC1,,,14000.0,,,0.0
ENG.PP7D_NC1,ENG,PP7D_NC1,,,975000.0,,,0.0
RDS.PP30D_IC1,RDS,PP30D_IC1,,,310000.0,,,0.0
REP.PP30D_IC1,REP,PP30D_IC1,,,745.8831652953457,,,525.0
RED.PP7D_NC1,RED,PP7D_NC1,,,60000.0,,,0.0
FE.PP30D_IC1,FE,PP30D_IC1,,,898.5506093924712,,,173.0
FAN.PP30D_CI2,FAN,PP30D_CI2,,,971.95,,,0.0
FF.PP30D_CI1,FF,PP30D_CI1,,,17.47253483632614,,,82957.0
GL.PP7D_NC2,GL,PP7D_NC2,,,298.42,,,0.0
ACS.PP7D_IC1,ACS,PP7D_IC1,,,180000.0,,,0.0
GWS.PP7D_CI1,GWS,PP7D_CI1,,,5287697.0,,,0.0
AEN.PP7D_NC1,AEN,PP7D_NC1,,,2500000.0,,,0.0
HEX.PP30D_UNIVERSE,HEX,PP30D_UNIVERSE,,,0.0,,,0.0
IDC.PP7D_CI2,IDC,PP7D_CI2,,,10313.06,,,0.0
IDC.PP7D_NC1,IDC,PP7D_NC1,,,11000.0,,,1524.0
RSE.PP7D_AI1,RSE,PP7D_AI1,,,27040.517965909094,,,126.0
RSE.PP7D_CI2,RSE,PP7D_CI2,,,25000.0,,,0.0
RSE.PP30D_NC2,RSE,PP30D_NC2,,,11854.51,,,0.0
ROM.PP7D_NC2,ROM,PP7D_NC2,,,1901.54,,,0.0
RSI.PP7D_CI1,RSI,PP7D_CI1,,,493.44135802469134,,,35.0
RSI.PP30D_NC2,RSI,PP30D_NC2,,,681.44,,,0.0
KV.PP7D_CI2,KV,PP7D_CI2,,,2000.0,,,0.0
LOG.PP30D_NC1,LOG,PP30D_NC1,,,69205.81455331412,,,11.0
LHP.PP30D_CI1,LHP,PP30D_CI1,,,4138.993574730353,,,21.0
MAG.PP7D_CI2,MAG,PP7D_CI2,,,117.55,,,0.0
MG.PP30D_CI1,MG,PP30D_CI1,,,86.9343424901437,,,2029.0
SCB.PP7D_NC1,SCB,PP7D_NC1,,,74000.0,,,0.0
MFL.PP30D_NC2,MFL,PP30D_NC2,,,61608.85,,,0.0
MWF.PP30D_CI2,MWF,PP30D_CI2,,,300.0,,,0.0
SEN.PP7D_CI2,SEN,PP7D_CI2,,,1300.0,,,0.0
NR.PP7D_NC1,NR,PP7D_NC1,,,378.2650446079199,,,13691.0
NN.PP30D_CI1,NN,PP30D_CI1,,,55480.724110169496,,,8.0
NV2.PP7D_AI1,NV2,PP7D_AI1,,,213816.95500000002,,,2.0
OFF.PP30D_CI2,OFF,PP30D_CI2,,,120.0,,,0.0
OS.PP7D_NC2,OS,PP7D_NC2,,,30207.77,,,0.0
OVE.PP7D_CI1,OVE,PP7D_CI1,,,123.55379711687146,,,8592.0
ALG.PP30D_IC1,ALG,PP30D_IC1,,,276.26121982832404,,,1319.0
PCB.PP30D_NC1,PCB,PP30D_NC1,,,2434.180517687662,,,187.0
ALO.PP30D_AI1,ALO,PP30D_AI1,,,170.72652687283576,,,10229.0
SFE.PP7D_NC1,SFE,PP7D_NC1,,,56955.2,,,1.0
SF.PP7D_NC1,SF,PP7D_NC1,,,15.241862109871487,,,151736.0
AMM.PP30D_IC1,AMM,PP30D_IC1,,,115.26873986879542,,,3299.0
APT.PP30D_NC2,APT,PP30D_NC2,,,6935.35,,,0.0
ASE.PP7D_NC2,ASE,PP7D_NC2,,,19526.62,,,0.0
AU.PP30D_NC1,AU,PP30D_NC1,,,1680.3785747001089,,,296.0
PE.PP7D_AI1,PE,PP7D_AI1,,,9.826816204842055,,,243321.0
PDA.PP30D_NC1,PDA,PP30D_NC1,,,2372.6056463975474,,,63.0
PFE.PP30D_NC1,PFE,PP30D_NC1,,,1191.7672209026127,,,41.0
PK.PP7D_NC1,PK,PP7D_NC1,,,600.0,,,0.0
BAI.PP7D_NC1,BAI,PP7D_NC1,,,17416.3824,,,4.0
POW.PP7D_IC1,POW,PP7D_IC1,,,10823.861818181818,,,16.0
PSM.PP30D_CI1,PSM,PP30D_CI1,,,2289.391428986349,,,222.0
BCO.PP30D_NC2,BCO,PP30D_NC2,,,640.0,,,0.0
PSM.PP7D_NC2,PSM,PP7D_NC2,,,1299.2,,,0.0
SFK.PP7D_CI1,SFK,PP7D_CI1,,,93.98648042785615,,,1255.0
SIL.PP7D_NC2,SIL,PP7D_NC2,,,2262.06,,,0.0
SNM.PP7D_AI1,SNM,PP7D_AI1,,,110000.0,,,0.0
BEA.PP30D_NC2,BEA,PP30D_NC2,,,250.0,,,0.0
BFR.PP7D_AI1,BFR,PP7D_AI1,,,3506.762608695652,,,3.0
BGO.PP7D_CI2,BGO,PP7D_CI2,,,2000.0,,,0.0
BLE.PP7D_CI2,BLE,PP7D_CI2,,,1800.16,,,0.0
BOS.PP7D_CI2,BOS,PP7D_CI2,,,3250.0,,,0.0
BOR.PP30D_NC2,BOR,PP30D_NC2,,,75.0,,,0.0
BRM.PP7D_CI2,BRM,PP7D_CI2,,,270.0,,,0.0
BRP.PP7D_IC1,BRP,PP7D_IC1,,,2656.76,,,0.0
PSL.PP30D_NC2,PSL,PP30D_NC2,,,6000.0,,,0.0
RAD.PP7D_NC2,RAD,PP7D_NC2,,,3698.62,,,0.0
RDE.PP30D_IC1,RDE,PP30D_IC1,,,32028.38284590164,,,49.0
CA.PP30D_CI2,CA,PP30D_CI2,,,101.0,,,0.0
SNM.PP30D_NC1,SNM,PP30D_NC1,,,90000.0,,,0.0
SNM.PP30D_NC2,SNM,PP30D_NC2,,,76472.27,,,0.0
CAP.PP30D_CI2,CAP,PP30D_CI2,,,141.97,,,0.0
CCD.PP7D_CI2,CCD,PP7D_CI2,,,27557.34,,,0.0
CL.PP30D_AI1,CL,PP30D_AI1,,,4011.4291479357394,,,906.0
CL.PP7D_IC1,CL,PP7D_IC1,,,3881.956175218463,,,638.0
RDL.PP7D_CI1,RDL,PP7D_CI1,,,800000.0,,,0.0
SRD.PP30D_CI2,SRD,PP30D_CI2,,,29443.78,,,0.0
CLI.PP7D_AI1,CLI,PP7D_AI1,,,224.71085020242916,,,35.0
RHP.PP30D_CI2,RHP,PP30D_CI2,,,2691.99,,,0.0
SSC.PP7D_IC1,SSC,PP7D_IC1,,,538.1300838926173,,,255.0
COT.PP30D_NC1,COT,PP30D_NC1,,,3707.218737113402,,,200.0
CQT.PP30D_NC2,CQT,PP30D_NC2,,,107709.62,,,0.0
TAC.PP7D_IC1,TAC,PP7D_IC1,,,91458.33,,,0.0
CTF.PP30D_NC1,CTF,PP30D_NC1,,,19722.27634709587,,,46.0
DCL.PP30D_CI1,DCL,PP30D_CI1,,,5923.240325203253,,,8.0
TCL.PP7D_CI1,TCL,PP7D_CI1,,,3073.535128979144,,,521.0
EES.PP7D_CI1,EES,PP7D_CI1,,,55000.0,,,0.0
TCU.PP30D_CI2,TCU,PP30D_CI2,,,69644.79,,,0.0
VG.PP30D_AI1,VG,PP30D_AI1,,,2342.436037735849,,,50.0
WIN.PP30D_NC2,WIN,PP30D_NC2,,,12000.0,,,0.0
EPO.PP30D_CI2,EPO,PP30D_CI2,,,175.0,,,0.0
WCB.PP30D_NC2,WCB,PP30D_NC2,,,328698.12,,,0.0
FEO.PP30D_NC1,FEO,PP30D_NC1,,,128.72012169871118,,,1527.0
FLP.PP30D_UNIVERSE,FLP,PP30D_UNIVERSE,,,637.9041479486998,,,114.0
GRN.PP30D_UNIVERSE,GRN,PP30D_UNIVERSE,,,328.05156590568726,,,3888.0
AAR.PP7D_AI1,AAR,PP7D_AI1,,,15000.0,,,1.0
GWS.PP7D_CI2,GWS,PP7D_CI2,,,5287697.0,,,0.0
HCB.PP7D_CI1,HCB,PP7D_CI1,,,3800000.0,,,0.0
ADR.PP7D_CI2,ADR,PP7D_CI2,,,60000.0,,,0.0
HOG.PP30D_AI1,HOG,PP30D_AI1,,,7526.210641711229,,,24.0
IMM.PP30D_IC1,IMM,PP30D_IC1,,,68180.16,,,0.0
ADS.PP7D_IC1,ADS,PP7D_IC1,,,108409.12736842105,,,3.0
RSH.PP30D_NC2,RSH,PP30D_NC2,,,17252.72,,,0.0
SA.PP30D_CI2,SA,PP30D_CI2,,,3395.0,,,0.0
ABH.PP7D_UNIVERSE,ABH,PP7D_UNIVERSE,,,46689.93656859889,,,123.0
AHP.PP30D_NC2,AHP,PP30D_NC2,,,5547.21,,,0.0
AL.PP30D_IC1,AL,PP30D_IC1,,,966.2005089373934,,,1796.0
LI.PP7D_NC2,LI,PP7D_NC2,,,472.29,,,0.0
LIO.PP30D_NC1,LIO,PP30D_NC1,,,369.16195873285596,,,1329.0
LIS.PP7D_CI2,LIS,PP7D_CI2,,,255694.22,,,0.0
MAG.PP30D_NC1,MAG,PP30D_NC1,,,299.0,,,1.0
LU.PP7D_UNIVERSE,LU,PP7D_UNIVERSE,,,130511.36363636363,,,1.0
SC.PP7D_CI1,SC,PP7D_CI1,,,836.799023199023,,,117.0
MEA.PP7D_IC1,MEA,PP7D_IC1,,,2998.2074319544827,,,929.0
MTP.PP30D_UNIVERSE,MTP,PP30D_UNIVERSE,,,1522.9739443165172,,,193.0
ALO.PP30D_CI1,ALO,PP30D_CI1,,,202.98789818719644,,,1614.0
SEA.PP7D_IC1,SEA,PP7D_IC1,,,132.28103666472197,,,3183.0
NL.PP7D_NC2,NL,PP7D_NC2,,,5000.0,,,0.0
NG.PP7D_AI1,NG,PP7D_AI1,,,979.6610169491526,,,34.0
NS.PP30D_UNIVERSE,NS,PP30D_UNIVERSE,,,317.0413683459303,,,4362.0
NUT.PP30D_CI2,NUT,PP30D_CI2,,,250.0,,,0.0
NV2.PP7D_IC1,NV2,PP7D_IC1,,,200000.0,,,0.0
SEA.PP7D_NC1,SEA,PP7D_NC1,,,141.36702711713716,,,1285.0
NV1.PP30D_NC2,NV1,PP30D_NC2,,,93389.11,,,0.0
OLF.PP30D_NC1,OLF,PP30D_NC1,,,1256.5406976744187,,,25.0
OS.PP7D_AI1,OS,PP7D_AI1,,,46900.0,,,0.0
PBU.PP30D_UNIVERSE,PBU,PP30D_UNIVERSE,,,18300.87625646611,,,30.0
PDA.PP30D_UNIVERSE,PDA,PP30D_UNIVERSE,,,2496.5395929174256,,,49.0
PFG.PP30D_AI1,PFG,PP30D_AI1,,,1968333.25,,,0.0
SNM.PP7D_NC2,SNM,PP7D_NC2,,,76472.27,,,0.0
ALO.PP7D_NC1,ALO,PP7D_NC1,,,203.84423036123056,,,7676.0
AR.PP7D_NC2,AR,PP7D_NC2,,,400.0,,,0.0
PSS.PP7D_IC1,PSS,PP7D_IC1,,,1342.5634571890146,,,88.0
RE.PP30D_CI1,RE,PP30D_CI1,,,632.6,,,0.0
RDS.PP7D_NC1,RDS,PP7D_NC1,,,300000.0,,,0.0
ASE.PP30D_AI1,ASE,PP30D_AI1,,,40291.502999184995,,,119.0
AST.PP7D_CI1,AST,PP7D_CI1,,,2010.0,,,1.0
ATA.PP7D_CI2,ATA,PP7D_CI2,,,1600.0,,,0.0
RED.PP7D_CI1,RED,PP7D_CI1,,,60000.0,,,0.0
SOL.PP30D_AI1,SOL,PP30D_AI1,,,1138.5326903571176,,,916.0
AU.PP30D_AI1,AU,PP30D_AI1,,,1760.3799882560188,,,220.0
AU.PP30D_NC2,AU,PP30D_NC2,,,998.0,,,0.0
SOL.PP30D_CI2,SOL,PP30D_CI2,,,445.9,,,0.0
SRP.PP7D_CI2,SRP,PP7D_CI2,,,6950.53,,,0.0
STR.PP7D_NC1,STR,PP7D_NC1,,,3226.508918918919,,,106.0
TCL.PP7D_AI1,TCL,PP7D_AI1,,,3472.727626559587,,,996.0
TCO.PP30D_NC2,TCO,PP30D_NC2,,,130.0,,,0.0
THP.PP7D_CI2,THP,PP7D_CI2,,,2398.5,,,0.0
TIO.PP30D_NC1,TIO,PP30D_NC1,,,168.2517597103652,,,2887.0
BCO.PP7D_CI2,BCO,PP7D_CI2,,,660.0,,,0.0
TRU.PP7D_CI1,TRU,PP7D_CI1,,,542.3485762093094,,,470.0
VSC.PP7D_IC1,VSC,PP7D_IC1,,,16535.43,,,0.0
WIN.PP7D_CI2,WIN,PP7D_CI2,,,10000.0,,,0.0
WCB.PP30D_CI2,WCB,PP30D_CI2,,,328698.12,,,0.0
WCB.PP7D_IC1,WCB,PP7D_IC1,,,700000.0,,,0.0
WOR.PP7D_UNIVERSE,WOR,PP7D_UNIVERSE,,,150000.0,,,0.0
ZIR.PP7D_NC2,ZIR,PP7D_NC2,,,117.55,,,0.0
BER.PP7D_CI1,BER,PP7D_CI1,,,469.2848447606726,,,883.0
BGO.PP30D_NC2,BGO,PP30D_NC2,,,2300.0,,,0.0
BID.PP30D_NC1,BID,PP30D_NC1,,,100000.0,,,1.0
BND.PP30D_UNIVERSE,BND,PP30D_UNIVERSE,,,205.43388429752065,,,27.0
BOS.PP7D_IC1,BOS,PP7D_IC1,,,3775.3881578947367,,,87.0
BOR.PP7D_AI1,BOR,PP7D_AI1,,,391.1243333333333,,,21.0
BR2.PP30D_CI1,BR2,PP30D_CI1,,,949000.0,,,0.0
BRO.PP30D_CI2,BRO,PP30D_CI2,,,829.99,,,0.0
CAF.PP30D_NC1,CAF,PP30D_NC1,,,1506.8614271457086,,,679.0
CAP.PP30D_IC1,CAP,PP30D_IC1,,,288.9907731958763,,,6.0
CBL.PP30D_NC1,CBL,PP30D_NC1,,,93470.807375,,,3.0
CD.PP7D_NC2,CD,PP7D_NC2,,,7880.34,,,0.0
CQL.PP7D_NC1,CQL,PP7D_NC1,,,1649995.0399999998,,,2.0
CRU.PP7D_NC1,CRU,PP7D_NC1,,,1000000.0,,,0.0
CST.PP7D_UNIVERSE,CST,PP7D_UNIVERSE,,,2469.1675,,,0.0
DW.PP7D_NC2,DW,PP7D_NC2,,,105.0,,,0.0
FET.PP30D_NC2,FET,PP30D_NC2,,,1610.85,,,0.0
FLO.PP7D_CI2,FLO,PP7D_CI2,,,10142.95,,,0.0
FLP.PP30D_CI1,FLP,PP30D_CI1,,,605.1633253108704,,,80.0
FOD.PP30D_IC1,FOD,PP30D_IC1,,,404.7656739562624,,,243.0
GCH.PP7D_CI1,GCH,PP7D_CI1,,,20000.0,,,0.0
GIN.PP30D_NC1,GIN,PP30D_NC1,,,1666.6467018049445,,,425.0
HAL.PP30D_NC1,HAL,PP30D_NC1,,,355.67865879331714,,,4321.0
HHP.PP30D_NC2,HHP,PP30D_NC2,,,3363.27,,,0.0
RTA.PP30D_CI1,RTA,PP30D_CI1,,,14191.811775147926,,,16.0
SEN.PP30D_NC2,SEN,PP30D_NC2,,,830.0,,,0.0
HOP.PP7D_CI1,HOP,PP7D_CI1,,,2236.030600624025,,,183.0
