TICKER.EXCHANGECODE,TICKER,EXCHANGECODE,ASK,BID,AVG,SUPPLY,DEMAND,TRADED
CQL.PP30D_IC1,CQL,PP30D_IC1,,,2000000.0,,,0.0
CU.PP30D_CI2,CU,PP30D_CI2,,,1400.0,,,0.0
CUO.PP30D_IC1,CUO,PP30D_IC1,,,262.74930541581375,,,930.0
DCH.PP30D_NC2,DCH,PP30D_NC2,,,8990.33,,,0.0
DCS.PP7D_CI2,DCS,PP7D_CI2,,,1500.0,,,0.0
DEC.PP7D_NC1,DEC,PP7D_NC1,,,19163.413571428573,,,8.0
DOU.PP7D_IC1,DOU,PP7D_IC1,,,275000.0,,,0.0
DV.PP7D_CI1,DV,PP7D_CI1,,,22000.0,,,0.0
DRF.PP7D_NC1,DRF,PP7D_NC1,,,5649.375,,,6.0
DRF.PP30D_NC2,DRF,PP30D_NC2,,,3014.19,,,0.0
EES.PP7D_NC2,EES,PP7D_NC2,,,48394.2,,,0.0
ES.PP7D_NC1,ES,PP7D_NC1,,,1346.4027912087913,,,130.0
ETC.PP30D_NC2,ETC,PP30D_NC2,,,10235.53,,,0.0
EPO.PP30D_AI1,EPO,PP30D_AI1,,,176.65131062052387,,,48578.0
FAL.PP7D_UNIVERSE,FAL,PP7D_UNIVERSE,,,2244.9929002320187,,,31.0
FAN.PP30D_AI1,FAN,PP30D_AI1,,,2107.8832172869147,,,27.0
FEO.PP30D_IC1,FEO,PP30D_IC1,,,129.11395320485772,,,688.0
FET.PP30D_IC1,FET,PP30D_IC1,,,3263.064789029536,,,31.0
FLP.PP7D_CI2,FLP,PP7D_CI2,,,200.0,,,0.0
FSE.PP30D_AI1,FSE,PP30D_AI1,,,1330982.142857143,,,0.0
GAL.PP30D_AI1,GAL,PP30D_AI1,,,271.7352662802282,,,712.0
GAL.PP30D_CI2,GAL,PP30D_CI2,,,160.0,,,0.0
FUN.PP7D_IC1,FUN,PP7D_IC1,,,150000.0,,,0.0
SA.PP30D_AI1,SA,PP30D_AI1,,,8730.76923076923,,,1.0
ATP.PP30D_NC1,ATP,PP30D_NC1,,,29168.23,,,2.0
GRA.PP7D_IC1,GRA,PP7D_IC1,,,3011.3379661016947,,,152.0
GV.PP30D_CI2,GV,PP30D_CI2,,,1032.55,,,0.0
BL.PP30D_AI1,BL,PP30D_AI1,,,7589.546457905544,,,31.0
SBU.PP30D_CI1,SBU,PP30D_CI1,,,32109.689636363637,,,5.0
SRD.PP7D_CI2,SRD,PP7D_CI2,,,29443.78,,,0.0
GV.PP7D_IC1,GV,PP7D_IC1,,,2273.09,,,3.0
SSC.PP7D_CI2,SSC,PP7D_CI2,,,500.0,,,0.0
STR.PP30D_IC1,STR,PP30D_IC1,,,2555.69662763466,,,14.0
H.PP30D_CI2,H,PP30D_CI2,,,115.0,,,0.0
HE3.PP30D_AI1,HE3,PP30D_AI1,,,321.16056985294125,,,895.0
HE3.PP30D_CI2,HE3,PP30D_CI2,,,400.0,,,0.0
HCC.PP30D_IC1,HCC,PP30D_IC1,,,748.6070155038759,,,17.0
HMS.PP30D_CI1,HMS,PP30D_CI1,,,2003.3160860748083,,,286.0
HEX.PP30D_AI1,HEX,PP30D_AI1,,,2000.0,,,0.0
HOP.PP7D_CI2,HOP,PP7D_CI2,,,2200.0,,,0.0
HSS.PP30D_NC1,HSS,PP30D_NC1,,,2284.3721065057716,,,123.0
HTE.PP7D_CI2,HTE,PP7D_CI2,,,1697055.62,,,0.0
LDI.PP7D_CI2,LDI,PP7D_CI2,,,282.58,,,0.0
BL.PP30D_CI2,BL,PP30D_CI2,,,4500.0,,,0.0
TCB.PP30D_NC1,TCB,PP30D_NC1,,,38000.0,,,0.0
LES.PP30D_UNIVERSE,LES,PP30D_UNIVERSE,,,1419.4757541899442,,,17.0
TIO.PP7D_AI1,TIO,PP7D_AI1,,,449.3694415049971,,,2430.0
LFP.PP30D_IC1,LFP,PP30D_IC1,,,7000.0,,,0.0
VG.PP30D_CI2,VG,PP30D_CI2,,,3200.0,,,0.0
LSE.PP30D_IC1,LSE,PP30D_IC1,,,9475.254773409579,,,226.0
MAG.PP7D_NC2,MAG,PP7D_NC2,,,117.55,,,0.0
MED.PP7D_AI1,MED,PP7D_AI1,,,1290.1122196139802,,,1095.0
ZR.PP30D_CI2,ZR,PP30D_CI2,,,5977.02,,,0.0
MFL.PP30D_CI1,MFL,PP30D_CI1,,,227398.87705882353,,,1.0
MGS.PP7D_UNIVERSE,MGS,PP7D_UNIVERSE,,,185.1373400212798,,,235.0
MHP.PP7D_CI1,MHP,PP7D_CI1,,,4286.34,,,0.0
MHP.PP30D_IC1,MHP,PP30D_IC1,,,4816.666666666667,,,0.0
MTC.PP7D_IC1,MTC,PP7D_IC1,,,360.0,,,0.0
ZR.PP30D_NC2,ZR,PP30D_NC2,,,5977.02,,,0.0
NAB.PP7D_NC1,NAB,PP7D_NC1,,,133.38348940568474,,,1382.0
NG.PP30D_NC2,NG,PP30D_NC2,,,780.81,,,0.0
BL.PP30D_IC1,BL,PP30D_IC1,,,7203.150793650794,,,4.0
BPT.PP30D_AI1,BPT,PP30D_AI1,,,4009.975800865801,,,37.0
BOR.PP7D_IC1,BOR,PP7D_IC1,,,301.0,,,0.0
NN.PP30D_AI1,NN,PP30D_AI1,,,57599.215306122445,,,2.0
BOR.PP7D_NC1,BOR,PP7D_NC1,,,515.0534327628362,,,584.0
CA.PP30D_IC1,CA,PP30D_IC1,,,2079.9859183673466,,,17.0
PBU.PP7D_NC2,PBU,PP7D_NC2,,,8070.33,,,0.0
CAF.PP30D_IC1,CAF,PP30D_IC1,,,1363.602083317335,,,840.0
CAF.PP7D_NC2,CAF,PP7D_NC2,,,776.28,,,0.0
PG.PP7D_NC1,PG,PP7D_NC1,,,45.732036909112516,,,76930.0
CAF.PP7D_UNIVERSE,CAF,PP7D_UNIVERSE,,,1304.0213755227492,,,709.0
CBS.PP7D_IC1,CBS,PP7D_IC1,,,42262.5,,,0.0
PK.PP30D_NC2,PK,PP30D_NC2,,,832.27,,,0.0
PSH.PP7D_CI2,PSH,PP7D_CI2,,,3810.21,,,0.0
RAT.PP7D_AI1,RAT,PP7D_AI1,,,173.97514666539806,,,51049.0
REP.PP30D_NC1,REP,PP30D_NC1,,,746.5728956989964,,,485.0
RHP.PP7D_IC1,RHP,PP7D_IC1,,,5000.0,,,0.0
CCD.PP7D_CI1,CCD,PP7D_CI1,,,80008.25472035795,,,64.0
CD.PP30D_AI1,CD,PP30D_AI1,,,12096.585,,,7.0
CF.PP7D_AI1,CF,PP7D_AI1,,,6666.529309090909,,,39.0
CF.PP30D_NC2,CF,PP30D_NC2,,,7850.0,,,0.0
CLI.PP30D_UNIVERSE,CLI,PP30D_UNIVERSE,,,186.66283178523682,,,458.0
COT.PP7D_AI1,COT,PP7D_AI1,,,3125.507795979151,,,384.0
CU.PP7D_CI2,CU,PP7D_CI2,,,1400.0,,,0.0
CU.PP7D_NC1,CU,PP7D_NC1,,,1877.8202101879326,,,578.0
CTF.PP7D_NC2,CTF,PP7D_NC2,,,10081.89,,,0.0
DA.PP7D_CI1,DA,PP7D_CI1,,,50000.0,,,1.0
DCS.PP7D_AI1,DCS,PP7D_AI1,,,1775.172042623858,,,516.0
DOU.PP30D_NC1,DOU,PP30D_NC1,,,260000.0,,,0.0
ETC.PP30D_NC1,ETC,PP30D_NC1,,,19220.947894736844,,,3.0
F.PP7D_CI1,F,PP7D_CI1,,,1500.0,,,0.0
F.PP7D_IC1,F,PP7D_IC1,,,2300.0,,,114.0
F.PP7D_NC2,F,PP7D_NC2,,,222.22,,,0.0
FC.PP7D_CI1,FC,PP7D_CI1,,,4418.713095238096,,,48.0
FET.PP30D_CI2,FET,PP30D_CI2,,,1610.85,,,0.0
FF.PP7D_IC1,FF,PP7D_IC1,,,17.053977958661058,,,78100.0
FLO.PP7D_AI1,FLO,PP7D_AI1,,,24747.28,,,0.0
GAL.PP7D_CI2,GAL,PP7D_CI2,,,160.0,,,0.0
GAL.PP30D_NC1,GAL,PP30D_NC1,,,221.21031876300924,,,1085.0
FUN.PP7D_CI1,FUN,PP7D_CI1,,,150000.0,,,0.0
GCH.PP30D_AI1,GCH,PP30D_AI1,,,2100.0,,,0.0
GCH.PP30D_CI2,GCH,PP30D_CI2,,,20158.63,,,0.0
GEN.PP30D_AI1,GEN,PP30D_AI1,,,163000.0,,,0.0
GL.PP30D_AI1,GL,PP30D_AI1,,,461.3751933251932,,,2061.0
GL.PP30D_CI1,GL,PP30D_CI1,,,319.13394540605265,,,1185.0
GL.PP30D_NC1,GL,PP30D_NC1,,,330.4162561160789,,,2868.0
GNZ.PP7D_CI1,GNZ,PP7D_CI1,,,45000.0,,,0.0
ADS.PP7D_NC1,ADS,PP7D_NC1,,,116196.76000000001,,,6.0
GRN.PP30D_AI1,GRN,PP30D_AI1,,,335.3409487402493,,,4785.0
AMM.PP30D_UNIVERSE,AMM,PP30D_UNIVERSE,,,124.16177456791493,,,3332.0
GWS.PP7D_NC2,GWS,PP7D_NC2,,,5287697.0,,,0.0
H.PP7D_CI2,H,PP7D_CI2,,,115.0,,,0.0
H.PP30D_NC1,H,PP30D_NC1,,,134.8994592818356,,,11780.0
HAL.PP30D_AI1,HAL,PP30D_AI1,,,322.66778574580763,,,4971.0
HCB.PP30D_UNIVERSE,HCB,PP30D_UNIVERSE,,,3283865.740555556,,,0.0
HCP.PP30D_NC1,HCP,PP30D_NC1,,,345.6471385793595,,,2435.0
HD.PP30D_NC1,HD,PP30D_NC1,,,2507.3149802371545,,,16.0
HER.PP30D_AI1,HER,PP30D_AI1,,,2531.434992222741,,,415.0
HER.PP30D_IC1,HER,PP30D_IC1,,,2137.6175887729514,,,798.0
HHP.PP30D_CI2,HHP,PP30D_CI2,,,3363.27,,,0.0
SA.PP7D_AI1,SA,PP7D_AI1,,,7200.0,,,1.0
HHP.PP30D_NC1,HHP,PP30D_NC1,,,250.0,,,0.0
HOG.PP7D_AI1,HOG,PP7D_AI1,,,7130.556329113925,,,11.0
HOG.PP30D_IC1,HOG,PP30D_IC1,,,10000.0,,,0.0
HPC.PP30D_NC2,HPC,PP30D_NC2,,,13081.35,,,0.0
SBU.PP30D_IC1,SBU,PP30D_IC1,,,31400.0,,,1.0
IMM.PP30D_CI1,IMM,PP30D_CI1,,,68600.0,,,0.0
SBU.PP30D_NC1,SBU,PP30D_NC1,,,31743.09609137056,,,6.0
LBH.PP30D_NC2,LBH,PP30D_NC2,,,5400.0,,,0.0
STL.PP7D_NC1,STL,PP7D_NC1,,,1913.136803353858,,,1090.0
LFP.PP30D_NC1,LFP,PP30D_NC1,,,9000.0,,,0.0
STR.PP7D_IC1,STR,PP7D_IC1,,,2881.495,,,23.0
MSL.PP7D_CI1,MSL,PP7D_CI1,,,221708.33500000002,,,0.0
MLI.PP30D_IC1,MLI,PP30D_IC1,,,22000.0,,,0.0
TCB.PP7D_NC1,TCB,PP7D_NC1,,,38000.0,,,0.0
MSL.PP30D_NC2,MSL,PP30D_NC2,,,82878.26,,,0.0
TPU.PP30D_AI1,TPU,PP30D_AI1,,,3286.297379972565,,,24.0
MUS.PP30D_CI1,MUS,PP30D_CI1,,,276.1326338228329,,,136.0
VG.PP30D_IC1,VG,PP30D_IC1,,,2281.0757834394904,,,25.0
NF.PP30D_AI1,NF,PP30D_AI1,,,11062.5,,,0.0
NFI.PP30D_NC2,NFI,PP30D_NC2,,,18.0,,,0.0
PBU.PP7D_CI2,PBU,PP7D_CI2,,,8070.33,,,0.0
PSH.PP30D_NC1,PSH,PP30D_NC1,,,8104.165,,,6.0
PSS.PP7D_CI2,PSS,PP7D_CI2,,,450.0,,,0.0
WM.PP30D_NC1,WM,PP30D_NC1,,,11942.71,,,0.0
RCS.PP7D_NC2,RCS,PP7D_NC2,,,93545.6,,,0.0
GWS.CI2,GWS,CI2,,,5287697.0,0.0,0.0,
AR.PP30D_AI1,AR,PP30D_AI1,,,164.10876465964472,,,1026.0
AST.PP30D_CI2,AST,PP30D_CI2,,,1626.45,,,0.0
BER.PP30D_NC2,BER,PP30D_NC2,,,117.55,,,0.0
BEA.PP30D_CI2,BEA,PP30D_CI2,,,250.0,,,0.0
BFP.PP7D_NC1,BFP,PP7D_NC1,,,24000.0,,,0.0
BLE.PP30D_CI1,BLE,PP30D_CI1,,,2100.0,,,3.0
BOS.PP7D_CI1,BOS,PP7D_CI1,,,4949.4800000000005,,,3.0
BRO.PP7D_CI1,BRO,PP7D_CI1,,,3500.0,,,0.0
BWH.PP7D_CI2,BWH,PP7D_CI2,,,3002.35,,,0.0
BWH.PP7D_NC2,BWH,PP7D_NC2,,,3002.35,,,0.0
C.PP7D_NC1,C,PP7D_NC1,,,929.9987354752342,,,10671.0
RDL.PP7D_NC2,RDL,PP7D_NC2,,,378604.31,,,0.0
RE.PP7D_NC2,RE,PP7D_NC2,,,632.6,,,0.0
REP.PP30D_CI2,REP,PP30D_CI2,,,700.0,,,0.0
CBL.PP30D_UNIVERSE,CBL,PP30D_UNIVERSE,,,91376.82603782507,,,17.0
CC.PP7D_CI1,CC,PP7D_CI1,,,650000.0,,,0.0
CD.PP30D_NC2,CD,PP30D_NC2,,,7880.34,,,0.0
CF.PP7D_IC1,CF,PP7D_IC1,,,6859.019708737865,,,15.0
CL.PP7D_NC2,CL,PP7D_NC2,,,3000.0,,,0.0
COM.PP7D_NC1,COM,PP7D_NC1,,,113031.83405405407,,,5.0
CTF.PP30D_CI2,CTF,PP30D_CI2,,,16000.0,,,0.0
CUO.PP7D_IC1,CUO,PP7D_IC1,,,195.11161544227886,,,762.0
DA.PP30D_IC1,DA,PP30D_IC1,,,41800.0,,,0.0
DCH.PP7D_AI1,DCH,PP7D_AI1,,,29253.605,,,2.0
DD.PP7D_NC2,DD,PP7D_NC2,,,26608.73,,,0.0
DEC.PP7D_CI2,DEC,PP7D_CI2,,,9362.0,,,0.0
EDC.PP30D_CI1,EDC,PP30D_CI1,,,8000.394784575615,,,299.0
ENG.PP7D_IC1,ENG,PP7D_IC1,,,1000000.0,,,0.0
EES.PP7D_AI1,EES,PP7D_AI1,,,55000.0,,,0.0
EES.PP30D_NC1,EES,PP30D_NC1,,,43901.48857142857,,,2.0
ES.PP7D_CI1,ES,PP7D_CI1,,,1360.0,,,16.0
ETC.PP30D_CI1,ETC,PP30D_CI1,,,18567.71,,,0.0
EXO.PP30D_CI1,EXO,PP30D_CI1,,,280.85546196904835,,,980.0
F.PP7D_UNIVERSE,F,PP7D_UNIVERSE,,,2028.0816160903316,,,51.0
FIR.PP30D_AI1,FIR,PP30D_AI1,,,1316406.25,,,0.0
FOD.PP7D_CI1,FOD,PP7D_CI1,,,489.0,,,36.0
FSE.PP7D_AI1,FSE,PP7D_AI1,,,1175000.0,,,0.0
GAL.PP7D_NC2,GAL,PP7D_NC2,,,140.0,,,0.0
FUN.PP30D_AI1,FUN,PP30D_AI1,,,228604.17,,,0.0
FUN.PP7D_NC1,FUN,PP7D_NC1,,,165000.0,,,0.0
GC.PP30D_CI2,GC,PP30D_CI2,,,153.66,,,0.0
GCH.PP7D_CI2,GCH,PP7D_CI2,,,20158.63,,,0.0
GEN.PP30D_CI2,GEN,PP30D_CI2,,,250399.72,,,0.0
GEN.PP30D_NC1,GEN,PP30D_NC1,,,270000.0,,,0.0
GL.PP30D_NC2,GL,PP30D_NC2,,,298.42,,,0.0
GIN.PP30D_CI1,GIN,PP30D_CI1,,,1677.8391240216736,,,107.0
GRN.PP7D_NC1,GRN,PP7D_NC1,,,332.56358321678323,,,1532.0
RSH.PP30D_CI2,RSH,PP30D_CI2,,,17252.72,,,0.0
ACS.PP7D_CI2,ACS,PP7D_CI2,,,74556.7,,,0.0
SAR.PP7D_UNIVERSE,SAR,PP7D_UNIVERSE,,,34240.83187270502,,,58.0
SBU.PP30D_NC2,SBU,PP30D_NC2,,,14796.61,,,0.0
APT.PP7D_NC2,APT,PP7D_NC2,,,6935.35,,,0.0
H.PP7D_AI1,H,PP7D_AI1,,,136.20195788225996,,,18079.0
H2O.PP30D_NC1,H2O,PP30D_NC1,,,39.991333218311794,,,70674.0
HAL.PP7D_CI1,HAL,PP7D_CI1,,,419.9730971253939,,,1496.0
SEA.PP7D_CI1,SEA,PP7D_CI1,,,133.31161224489796,,,1190.0
HAL.PP7D_IC1,HAL,PP7D_IC1,,,412.9105429234338,,,2155.0
HE.PP7D_CI1,HE,PP7D_CI1,,,111.37980267794221,,,608.0
HE.PP7D_NC1,HE,PP7D_NC1,,,114.01055723397113,,,2128.0
SF.PP7D_CI2,SF,PP7D_CI2,,,16.0,,,0.0
HE3.PP7D_CI2,HE3,PP7D_CI2,,,400.0,,,0.0
HE3.PP30D_NC2,HE3,PP30D_NC2,,,460.0,,,0.0
HCC.PP7D_CI1,HCC,PP7D_CI1,,,806.1846867749421,,,123.0
SOI.PP7D_CI2,SOI,PP7D_CI2,,,450.0,,,0.0
STR.PP30D_NC1,STR,PP30D_NC1,,,2988.6034602076124,,,37.0
HMS.PP30D_NC2,HMS,PP30D_NC2,,,2280.0,,,0.0
HEX.PP30D_CI1,HEX,PP30D_CI1,,,2000.0,,,0.0
HEX.PP7D_NC2,HEX,PP7D_NC2,,,41.14,,,0.0
HOP.PP30D_NC2,HOP,PP30D_NC2,,,819.74,,,0.0
HPC.PP30D_NC1,HPC,PP30D_NC1,,,26844.365,,,1.0
KR.AI1,KR,AI1,418.0,,500.0,1760.0,0.0,
TCL.PP30D_AI1,TCL,PP30D_AI1,,,3477.238234850025,,,1111.0
TCL.PP30D_CI1,TCL,PP30D_CI1,,,3090.662312895886,,,525.0
ATP.PP7D_NC2,ATP,PP7D_NC2,,,12361.0,,,0.0
BHP.PP30D_NC1,BHP,PP30D_NC1,,,3756.563970823697,,,181.0
VIT.PP7D_NC1,VIT,PP7D_NC1,,,739.3495145631068,,,29.0
WM.PP30D_NC2,WM,PP30D_NC2,,,6790.0,,,0.0
BLE.PP30D_CI2,BLE,PP30D_CI2,,,1800.16,,,0.0
HPR.PP7D_CI2,HPR,PP7D_CI2,,,1750000.0,,,0.0
BLE.PP30D_IC1,BLE,PP30D_IC1,,,1380.4289805825242,,,20.0
HPR.PP7D_NC1,HPR,PP7D_NC1,,,799833.334,,,1.0
LBH.PP7D_IC1,LBH,PP7D_IC1,,,4599.2250169327535,,,591.0
LIS.PP7D_NC2,LIS,PP7D_NC2,,,255694.22,,,0.0
MHL.PP7D_IC1,MHL,PP7D_IC1,,,6065.322115183245,,,136.0
MSL.PP30D_IC1,MSL,PP30D_IC1,,,219008.33399999997,,,0.0
MTC.PP7D_NC1,MTC,PP7D_NC1,,,369.0,,,2.0
NN.PP30D_CI2,NN,PP30D_CI2,,,30000.0,,,0.0
NN.PP30D_NC2,NN,PP30D_NC2,,,29292.8,,,0.0
NS.PP30D_IC1,NS,PP30D_IC1,,,329.76486786745323,,,5375.0
NV2.PP30D_CI2,NV2,PP30D_CI2,,,129928.88,,,0.0
QCR.PP30D_CI1,QCR,PP30D_CI1,,,915000.0,,,0.0
RAG.PP30D_AI1,RAG,PP30D_AI1,,,673411.7406666667,,,0.0
BOS.PP30D_CI2,BOS,PP30D_CI2,,,3250.0,,,0.0
RAG.PP30D_CI1,RAG,PP30D_CI1,,,621875.0,,,0.0
RAG.PP30D_IC1,RAG,PP30D_IC1,,,580000.0,,,0.0
RAG.PP30D_NC1,RAG,PP30D_NC1,,,770768.22875,,,0.0
RAT.PP30D_AI1,RAT,PP30D_AI1,,,168.80566213525697,,,57987.0
RAT.PP30D_CI1,RAT,PP30D_CI1,,,166.70502030237006,,,28973.0
BTS.PP7D_NC2,BTS,PP7D_NC2,,,100.35,,,0.0
BTS.PP7D_UNIVERSE,BTS,PP7D_UNIVERSE,,,414.2109792284866,,,241.0
BWS.PP7D_UNIVERSE,BWS,PP7D_UNIVERSE,,,24414.32504201681,,,4.0
CC.PP7D_AI1,CC,PP7D_AI1,,,650000.0,,,0.0
CF.PP7D_CI2,CF,PP7D_CI2,,,5000.0,,,0.0
CQL.PP7D_IC1,CQL,PP7D_IC1,,,2000000.0,,,0.0
CQT.PP7D_AI1,CQT,PP7D_AI1,,,549000.0,,,0.0
CU.PP30D_NC2,CU,PP30D_NC2,,,2250.0,,,0.0
CTF.PP30D_NC2,CTF,PP30D_NC2,,,10081.89,,,0.0
CUO.PP7D_AI1,CUO,PP7D_AI1,,,422.91229050279327,,,588.0
CUO.PP7D_CI2,CUO,PP7D_CI2,,,425.0,,,0.0
DA.PP30D_NC1,DA,PP30D_NC1,,,51927.085,,,0.0
DCH.PP7D_CI1,DCH,PP7D_CI1,,,19000.0,,,0.0
DCL.PP30D_CI2,DCL,PP30D_CI2,,,3482.08,,,0.0
DDT.PP30D_AI1,DDT,PP30D_AI1,,,2579.137721721158,,,343.0
DOU.PP7D_CI2,DOU,PP7D_CI2,,,101902.63,,,0.0
DRF.PP7D_AI1,DRF,PP7D_AI1,,,5406.324163822525,,,84.0
ETC.PP7D_AI1,ETC,PP7D_AI1,,,21500.0,,,0.0
FC.PP30D_CI2,FC,PP30D_CI2,,,2253.14,,,0.0
FC.PP7D_IC1,FC,PP7D_IC1,,,4200.0,,,7.0
FEO.PP7D_CI1,FEO,PP7D_CI1,,,120.14268178264271,,,365.0
FEO.PP7D_NC1,FEO,PP7D_NC1,,,138.60464177160227,,,1316.0
FIR.PP7D_AI1,FIR,PP7D_AI1,,,1200000.0,,,0.0
FSE.PP30D_CI2,FSE,PP30D_CI2,,,424890.12,,,0.0
GAL.PP30D_CI1,GAL,PP30D_CI1,,,147.34602032469166,,,2051.0
GCH.PP7D_IC1,GCH,PP7D_IC1,,,8000.0,,,0.0
GEN.PP7D_CI1,GEN,PP7D_CI1,,,80000.0,,,0.0
RCT.PP7D_CI2,RCT,PP7D_CI2,,,1000000.0,,,0.0
GL.PP7D_IC1,GL,PP7D_IC1,,,387.9115680283048,,,1777.0
RCT.PP7D_NC1,RCT,PP7D_NC1,,,1080000.0,,,0.0
RDS.PP30D_AI1,RDS,PP30D_AI1,,,310000.0,,,0.0
REO.PP7D_AI1,REO,PP7D_AI1,,,164.57,,,0.0
SEQ.PP7D_CI2,SEQ,PP7D_CI2,,,8084.3,,,0.0
ACS.PP30D_IC1,ACS,PP30D_IC1,,,180000.0,,,0.0
GV.PP7D_AI1,GV,PP7D_AI1,,,2138.8126011560694,,,49.0
H2O.PP30D_CI1,H2O,PP30D_CI1,,,39.97278823025604,,,71561.0
HAM.PP7D_UNIVERSE,HAM,PP7D_UNIVERSE,,,0.0,,,0.0
HCP.PP30D_CI2,HCP,PP30D_CI2,,,350.0,,,0.0
HD.PP7D_NC1,HD,PP7D_NC1,,,2209.1495327102803,,,31.0
HCC.PP30D_CI2,HCC,PP30D_CI2,,,640.0,,,0.0
HHP.PP7D_CI1,HHP,PP7D_CI1,,,3000.0,,,0.0
HMS.PP30D_NC1,HMS,PP30D_NC1,,,1970.7731453258943,,,474.0
SEQ.PP7D_IC1,SEQ,PP7D_IC1,,,21000.0,,,0.0
HEX.PP7D_CI1,HEX,PP7D_CI1,,,2000.0,,,0.0
STR.PP30D_CI2,STR,PP30D_CI2,,,2350.0,,,0.0
HEX.PP30D_NC2,HEX,PP30D_NC2,,,41.14,,,0.0
STR.PP7D_NC2,STR,PP7D_NC2,,,2000.0,,,0.0
HNZ.PP7D_CI1,HNZ,PP7D_CI1,,,99120.1,,,0.0
SU.PP30D_AI1,SU,PP30D_AI1,,,271354.17,,,0.0
HPC.PP7D_NC1,HPC,PP7D_NC1,,,29600.0,,,0.0
SU.PP30D_CI1,SU,PP30D_CI1,,,200000.0,,,0.0
TBU.PP7D_AI1,TBU,PP7D_AI1,,,58116.667,,,14.0
HPR.PP30D_CI1,HPR,PP30D_CI1,,,800000.0,,,0.0
HPR.PP30D_IC1,HPR,PP30D_IC1,,,800000.0,,,0.0
TCU.PP7D_CI2,TCU,PP7D_CI2,,,69644.79,,,0.0
KRE.PP7D_CI1,KRE,PP7D_CI1,,,33852.655,,,0.0
LBH.PP7D_CI1,LBH,PP7D_CI1,,,4817.940501121915,,,191.0
LDI.PP7D_AI1,LDI,PP7D_AI1,,,550.0,,,0.0
LFL.PP7D_NC1,LFL,PP7D_NC1,,,343410.06875,,,1.0
LFP.PP30D_NC2,LFP,PP30D_NC2,,,7366.35,,,0.0
LST.PP7D_AI1,LST,PP7D_AI1,,,176.94056328633528,,,6211.0
MAG.PP7D_AI1,MAG,PP7D_AI1,,,312.92,,,10.0
MCG.PP7D_NC1,MCG,PP7D_NC1,,,38.35076717487407,,,29665.0
MG.PP7D_NC2,MG,PP7D_NC2,,,85.0,,,0.0
MPC.PP30D_AI1,MPC,PP30D_AI1,,,1924.9512587801657,,,464.0
MPC.PP30D_UNIVERSE,MPC,PP30D_UNIVERSE,,,1923.5186917356236,,,154.0
ADS.PP30D_CI2,ADS,PP30D_CI2,,,250000.0,,,0.0
VCB.PP30D_IC1,VCB,PP30D_IC1,,,869000.0,,,0.0
MWF.PP30D_CI1,MWF,PP30D_CI1,,,354.5131176470588,,,5.0
NL.PP7D_AI1,NL,PP7D_AI1,,,7346.748478764478,,,185.0
NV2.PP7D_NC1,NV2,PP7D_NC1,,,200000.0,,,6.0
NV1.PP7D_CI2,NV1,PP7D_CI2,,,93389.11,,,0.0
PBU.PP30D_NC1,PBU,PP30D_NC1,,,18623.13198734177,,,25.0
QCR.PP30D_NC1,QCR,PP30D_NC1,,,992711.11,,,0.0
RAG.PP7D_CI1,RAG,PP7D_CI1,,,621875.0,,,0.0
KR.CI2,KR,CI2,500.0,,133.33,320.0,0.0,
BEA.PP7D_NC2,BEA,PP7D_NC2,,,250.0,,,0.0
BL.PP7D_CI1,BL,PP7D_CI1,,,8500.0,,,4.0
BL.PP30D_NC1,BL,PP30D_NC1,,,7510.788452950559,,,20.0
BOS.PP30D_IC1,BOS,PP30D_IC1,,,3792.1167098865476,,,20.0
BPT.PP30D_IC1,BPT,PP30D_IC1,,,8000.0,,,0.0
BR1.PP30D_CI1,BR1,PP30D_CI1,,,790000.0,,,0.0
BWH.PP7D_NC1,BWH,PP7D_NC1,,,3250.0,,,0.0
CBS.PP7D_NC1,CBS,PP7D_NC1,,,42000.0,,,41.0
CBS.PP30D_UNIVERSE,CBS,PP30D_UNIVERSE,,,42143.362331861856,,,31.0
CC.PP7D_IC1,CC,PP7D_IC1,,,650000.0,,,1.0
CD.PP7D_IC1,CD,PP7D_IC1,,,13200.0,,,0.0
CQM.PP30D_CI1,CQM,PP30D_CI1,,,1290000.0,,,0.0
CUO.PP7D_CI1,CUO,PP7D_CI1,,,462.90491525423727,,,34.0
DA.PP7D_CI2,DA,PP7D_CI2,,,45000.0,,,0.0
DCH.PP30D_CI2,DCH,PP30D_CI2,,,8990.33,,,0.0
DCM.PP7D_CI2,DCM,PP7D_CI2,,,3500.0,,,0.0
RAT.PP30D_IC1,RAT,PP30D_IC1,,,156.16706693100986,,,86317.0
RBH.PP30D_CI2,RBH,PP30D_CI2,,,19500.0,,,0.0
RDE.PP30D_CI1,RDE,PP30D_CI1,,,37516.33336707152,,,48.0
RDS.PP30D_CI1,RDS,PP30D_CI1,,,310000.0,,,0.0
DDT.PP30D_CI1,DDT,PP30D_CI1,,,3340.907442913386,,,328.0
REP.PP7D_NC2,REP,PP7D_NC2,,,800.0,,,0.0
DV.PP7D_IC1,DV,PP7D_IC1,,,15000.0,,,0.0
DW.PP7D_AI1,DW,PP7D_AI1,,,109.78353964089472,,,40402.0
EDC.PP7D_AI1,EDC,PP7D_AI1,,,8010.0,,,58.0
ENG.PP7D_NC2,ENG,PP7D_NC2,,,365225.56,,,0.0
EES.PP30D_AI1,EES,PP30D_AI1,,,55000.0,,,0.0
